date,Gb(i),Gd(i),H_sun,T2m,WS10m,Wdir,Humidity,Pressure
17/8/2018,5670.29,1343.0,34.27285714285714,25.035,3.157857142857143,165.0,52.92857142857143,1014.9142857142857
18/8/2018,4131.56,2121.69,34.02928571428571,25.247142857142855,1.8814285714285715,135.0,47.357142857142854,1016.8142857142857
19/8/2018,5561.1900000000005,1312.32,33.77857142857143,26.354285714285712,2.807142857142857,157.85714285714286,44.357142857142854,1017.4
20/8/2018,5197.099999999999,1412.8700000000001,33.52428571428571,26.895000000000003,2.2835714285714284,136.42857142857142,46.0,1015.5142857142857
21/8/2018,5348.49,1378.16,35.848461538461535,27.642307692307693,2.525384615384615,256.9230769230769,40.23076923076923,1015.0846153846154
22/8/2018,5416.62,1382.79,35.59153846153846,27.70230769230769,1.856923076923077,306.15384615384613,48.61538461538461,1015.9230769230769
23/8/2018,5609.1,1238.18,35.330769230769235,27.533846153846152,4.0053846153846155,301.53846153846155,45.69230769230769,1013.5615384615384
24/8/2018,5883.75,1274.76,35.06923076923077,27.06,9.156153846153845,303.84615384615387,42.61538461538461,1012.2769230769231
25/8/2018,4073.1099999999997,1982.8300000000002,34.80307692307692,23.21,10.955384615384617,156.92307692307693,37.76923076923077,1012.3384615384615
26/8/2018,6139.5,1318.87,34.535384615384615,21.959230769230768,9.909999999999998,127.6923076923077,31.923076923076923,1013.0615384615384
27/8/2018,5982.860000000001,1222.8600000000001,34.26384615384615,23.236923076923077,2.5307692307692307,226.92307692307693,32.92307692307692,1015.6384615384615
28/8/2018,5847.46,1258.89,33.99076923076923,23.212307692307693,3.5961538461538463,322.3076923076923,47.76923076923077,1016.9769230769232
29/8/2018,3298.73,1869.6,33.714615384615385,23.934615384615384,3.335384615384615,297.6923076923077,60.15384615384615,1016.2384615384616
30/8/2018,5829.12,1409.34,33.43615384615385,24.12769230769231,8.27076923076923,317.6923076923077,40.23076923076923,1017.2076923076924
31/8/2018,5427.110000000001,1397.6100000000001,33.15384615384615,23.24307692307692,8.423076923076923,273.84615384615387,37.69230769230769,1015.8615384615385
1/9/2018,6111.17,1213.03,32.87307692307692,22.20846153846154,9.909230769230769,274.61538461538464,40.84615384615385,1015.3384615384615
2/9/2018,5985.02,1222.11,32.58769230769231,21.834615384615386,3.113846153846154,233.84615384615384,40.30769230769231,1015.1846153846153
3/9/2018,5954.82,1234.47,32.300769230769234,22.14153846153846,3.331538461538462,162.30769230769232,44.61538461538461,1013.8461538461538
4/9/2018,3607.06,1798.28,32.00923076923077,22.793846153846154,2.63,155.3846153846154,45.92307692307692,1013.3846153846154
5/9/2018,5290.99,1345.55,31.71846153846154,22.970769230769232,2.4515384615384614,301.53846153846155,57.61538461538461,1014.9615384615385
6/9/2018,3946.25,1642.9,31.423846153846153,22.57,2.7576923076923077,146.92307692307693,67.92307692307692,1012.7076923076924
7/9/2018,5839.78,1215.12,31.12846153846154,24.163076923076922,7.533846153846154,113.07692307692308,44.53846153846154,1013.2769230769231
8/9/2018,5792.36,1233.96,30.83230769230769,23.060769230769232,2.7176923076923076,185.3846153846154,53.61538461538461,1018.3076923076923
9/9/2018,4365.8099999999995,1788.81,30.533846153846152,23.826153846153847,2.190769230769231,152.30769230769232,56.38461538461539,1020.5846153846154
10/9/2018,3352.4700000000003,1807.9199999999998,30.23153846153846,24.47923076923077,1.9746153846153847,111.53846153846153,62.76923076923077,1021.7153846153846
11/9/2018,5647.29,1214.85,29.929230769230767,24.801538461538463,2.423076923076923,272.3076923076923,51.23076923076923,1024.1692307692308
12/9/2018,2749.66,1828.8500000000001,29.626153846153844,24.476923076923075,2.2976923076923077,251.53846153846155,57.84615384615385,1022.0230769230768
13/9/2018,5301.41,1203.22,29.319999999999997,24.87230769230769,4.186923076923077,165.3846153846154,58.61538461538461,1015.9076923076923
14/9/2018,5730.21,1190.33,29.013846153846153,25.555384615384618,6.211538461538462,275.38461538461536,51.84615384615385,1016.3076923076923
15/9/2018,3870.55,1958.94,28.706923076923076,24.27076923076923,4.906923076923077,94.61538461538461,51.53846153846154,1019.2538461538461
16/9/2018,2529.7599999999998,1906.3300000000002,28.39692307692308,23.307692307692307,2.8746153846153844,282.3076923076923,60.0,1020.8076923076923
17/9/2018,5196.24,1346.73,28.086153846153845,23.52615384615385,2.1053846153846156,286.15384615384613,65.46153846153847,1019.5846153846154
18/9/2018,5120.55,1330.01,27.77692307692308,24.266923076923078,4.153076923076923,95.38461538461539,64.76923076923077,1018.0
19/9/2018,5166.88,1267.85,27.463846153846152,24.904615384615383,3.1576923076923076,217.69230769230768,61.30769230769231,1019.2846153846154
20/9/2018,5015.2,1227.22,27.14923076923077,25.055384615384618,2.132307692307692,320.0,55.23076923076923,1017.2384615384616
21/9/2018,5603.639999999999,1174.02,26.836153846153845,25.25923076923077,3.2523076923076926,179.23076923076923,58.46153846153846,1016.2615384615384
22/9/2018,5412.31,1335.56,26.52153846153846,23.509999999999998,9.887692307692307,110.76923076923077,38.07692307692308,1018.7384615384616
23/9/2018,5482.98,1142.67,28.395,26.4025,7.195,117.5,50.083333333333336,1017.4250000000001
24/9/2018,5863.01,1231.11,30.64454545454545,20.03909090909091,12.588181818181818,141.8181818181818,46.72727272727273,1019.4909090909091
25/9/2018,4381.47,1337.84,30.318181818181817,22.634545454545457,3.190909090909091,310.90909090909093,49.36363636363637,1026.6181818181817
26/9/2018,5679.27,1160.79,29.993636363636366,21.983636363636364,5.504545454545454,85.45454545454545,48.36363636363637,1032.6363636363637
27/9/2018,5805.76,1160.87,29.66727272727273,20.76909090909091,2.0672727272727274,79.0909090909091,60.27272727272727,1027.9272727272728
28/9/2018,5714.7699999999995,1140.22,29.34272727272727,22.242727272727276,4.363636363636363,74.54545454545455,48.45454545454545,1016.2181818181817
29/9/2018,5477.14,1167.69,29.014545454545456,22.024545454545457,2.833636363636364,70.9090909090909,56.45454545454545,1016.1181818181817
30/9/2018,2841.55,1342.74,28.689090909090908,21.71727272727273,2.42,99.0909090909091,61.0,1016.4090909090909
1/10/2018,5754.63,1151.71,28.360909090909093,18.721818181818183,12.995454545454544,86.36363636363636,43.72727272727273,1013.7454545454547
2/10/2018,5576.93,1202.1200000000001,28.034545454545455,17.774545454545457,8.639090909090909,82.72727272727273,38.45454545454545,1017.9272727272728
3/10/2018,5576.87,1106.38,27.70909090909091,19.923636363636362,3.2481818181818185,74.54545454545455,44.63636363636363,1019.7272727272727
4/10/2018,5498.26,1104.77,27.38272727272727,21.41909090909091,2.400909090909091,62.72727272727273,49.81818181818182,1021.1454545454545
5/10/2018,5237.22,1195.6200000000001,27.05818181818182,22.175454545454546,2.678181818181818,139.0909090909091,47.72727272727273,1018.6727272727272
6/10/2018,4824.37,1239.7,26.732727272727274,20.89636363636364,2.7263636363636365,173.63636363636363,62.18181818181818,1015.5818181818181
7/10/2018,3821.89,1262.13,26.40818181818182,17.64,6.428181818181819,117.27272727272727,66.63636363636364,1014.4181818181819
8/10/2018,3045.43,1415.55,26.083636363636366,19.703636363636363,4.657272727272727,187.27272727272728,79.9090909090909,1017.4181818181819
9/10/2018,4767.22,1203.08,25.75909090909091,22.36090909090909,7.930909090909091,265.45454545454544,57.0,1017.7181818181817
10/10/2018,53.7,841.98,25.439090909090908,19.987272727272728,11.52909090909091,186.36363636363637,85.18181818181819,1014.3363636363637
11/10/2018,2598.85,1559.63,25.11818181818182,20.772727272727273,7.466363636363636,251.8181818181818,68.0909090909091,1015.3
12/10/2018,4160.97,1352.71,24.798181818181817,21.124545454545455,5.554545454545455,199.0909090909091,69.45454545454545,1024.1000000000001
13/10/2018,4837.64,1099.02,24.478181818181817,21.23818181818182,5.486363636363636,200.9090909090909,62.0,1020.6272727272727
14/10/2018,2212.96,1220.18,24.16090909090909,20.727272727272727,10.218181818181819,138.1818181818182,58.0,1014.4636363636364
15/10/2018,460.15,869.39,23.84363636363636,19.900000000000002,13.186363636363637,210.9090909090909,59.54545454545455,1010.9909090909091
16/10/2018,352.86,893.24,23.529090909090908,18.60181818181818,5.63,206.36363636363637,79.0909090909091,1017.7909090909092
17/10/2018,1149.18,1290.25,23.214545454545455,19.535454545454545,2.300909090909091,286.3636363636364,80.72727272727273,1015.3818181818183
18/10/2018,2585.42,1353.3899999999999,22.903636363636362,21.450909090909093,2.921818181818182,76.36363636363636,73.0909090909091,1013.3545454545455
19/10/2018,4225.42,1261.4,22.594545454545454,21.494545454545456,2.213636363636364,139.0909090909091,67.36363636363636,1017.5818181818181
20/10/2018,4867.89,1060.98,22.287272727272725,20.720909090909092,1.3927272727272728,63.63636363636363,68.45454545454545,1022.4272727272728
21/10/2018,5110.29,1007.54,21.98090909090909,19.644545454545455,4.720909090909091,145.45454545454547,61.63636363636363,1017.3181818181819
22/10/2018,2409.18,1283.28,21.677272727272726,18.082727272727272,3.091818181818182,59.09090909090909,56.90909090909091,1020.5636363636364
23/10/2018,5200.24,1016.57,21.375454545454545,17.51181818181818,3.7736363636363635,66.36363636363636,54.81818181818182,1022.8727272727273
24/10/2018,5137.51,998.45,21.078181818181818,18.61,8.362727272727271,99.0909090909091,45.63636363636363,1014.6727272727272
25/10/2018,4919.85,1015.54,20.78090909090909,18.706363636363633,2.1136363636363638,125.45454545454545,62.81818181818182,1015.6181818181817
26/10/2018,4619.12,1062.6,20.48818181818182,17.826363636363638,0.9463636363636364,135.45454545454547,77.72727272727273,1012.2818181818183
27/10/2018,122.92999999999999,736.1999999999999,20.19454545454545,15.08,6.451818181818182,76.36363636363636,85.18181818181819,1002.5
28/10/2018,2978.33,1193.99,19.906363636363636,12.673636363636364,4.696363636363636,95.45454545454545,84.36363636363636,997.8181818181819
29/10/2018,800.23,833.0600000000001,19.62272727272727,11.596363636363636,9.085454545454546,141.8181818181818,90.9090909090909,984.6454545454545
30/10/2018,2236.23,1167.08,21.293,12.074,4.318,113.0,65.0,1008.45
31/10/2018,988.38,869.56,21.009999999999998,15.808000000000002,12.256,71.0,69.7,1010.9200000000001
1/11/2018,1092.27,1294.96,20.726,15.532,3.717,96.0,69.3,1014.6
2/11/2018,2042.1,1112.05,20.448,15.052000000000001,3.1109999999999998,58.0,78.4,1017.9200000000001
3/11/2018,2000.94,930.38,20.172,15.331999999999999,3.822,80.0,69.9,1019.1299999999999
4/11/2018,585.91,852.16,19.9,16.827,3.5789999999999997,63.0,79.3,1011.01
5/11/2018,1427.01,980.48,19.631,17.946,10.084,63.0,76.2,1008.3799999999999
6/11/2018,1159.51,1117.74,19.366,15.752,7.567,56.0,77.4,1010.55
7/11/2018,1226.35,926.57,19.105,16.694,7.869,62.0,72.0,1014.93
8/11/2018,3495.76,1047.69,18.847,16.175,3.2689999999999997,61.0,78.4,1018.93
9/11/2018,642.98,1036.56,18.593,16.887999999999998,9.379000000000001,120.0,73.1,1013.5200000000001
10/11/2018,2105.37,1240.42,18.344,16.865000000000002,6.862,59.0,74.3,1013.36
11/11/2018,2716.93,965.3199999999999,20.13111111111111,18.163333333333334,8.568888888888889,275.55555555555554,74.77777777777777,1017.0777777777779
12/11/2018,3246.82,945.37,19.887777777777778,18.48777777777778,9.347777777777777,96.66666666666667,69.55555555555556,1022.5333333333333
13/11/2018,1551.6100000000001,1118.72,19.64777777777778,18.89,4.773333333333333,307.77777777777777,70.44444444444444,1027.1666666666667
14/11/2018,3331.07,1071.96,19.413333333333334,18.005555555555556,4.435555555555556,322.22222222222223,74.22222222222223,1025.9777777777776
15/11/2018,3749.73,988.13,19.18111111111111,17.493333333333332,6.038888888888889,133.33333333333334,71.0,1022.7888888888889
16/11/2018,2998.57,1024.51,18.956666666666667,15.773333333333333,2.7111111111111112,75.55555555555556,80.22222222222223,1022.4444444444445
17/11/2018,1199.56,734.85,18.737777777777776,13.871111111111112,8.827777777777778,66.66666666666667,68.44444444444444,1019.5444444444444
18/11/2018,4547.07,907.51,18.51888888888889,13.406666666666666,8.658888888888889,303.3333333333333,47.333333333333336,1015.5999999999999
19/11/2018,2647.8,894.39,18.308888888888887,11.63888888888889,4.857777777777778,285.55555555555554,63.22222222222222,1003.5222222222224
20/11/2018,1857.22,873.62,18.104444444444443,12.53111111111111,6.506666666666667,318.8888888888889,71.77777777777777,1003.1555555555556
21/11/2018,1220.75,819.4499999999999,17.904444444444444,13.64111111111111,7.7555555555555555,310.0,77.66666666666667,1011.0666666666667
22/11/2018,2424.3,981.74,17.70777777777778,15.646666666666667,4.666666666666667,221.11111111111111,72.88888888888889,1017.0333333333333
23/11/2018,734.13,649.72,17.517777777777777,14.647777777777776,10.706666666666667,73.33333333333333,77.11111111111111,1012.5222222222224
24/11/2018,3647.75,969.16,17.336666666666666,13.368888888888888,2.7655555555555558,140.0,86.77777777777777,1014.3777777777777
25/11/2018,1110.1,716.68,17.15888888888889,13.504444444444443,6.33,121.11111111111111,79.55555555555556,1005.4777777777776
26/11/2018,3144.75,1093.41,16.986666666666665,10.674444444444443,7.50111111111111,248.88888888888889,72.88888888888889,1003.7222222222222
27/11/2018,4257.37,901.81,16.81888888888889,11.343333333333334,14.246666666666666,305.55555555555554,57.666666666666664,1014.9777777777776
28/11/2018,4116.02,855.95,16.656666666666666,11.355555555555556,4.293333333333333,64.44444444444444,62.888888888888886,1020.4333333333333
29/11/2018,3385.42,1030.38,16.503333333333334,14.144444444444444,6.584444444444444,160.0,58.77777777777778,1021.5777777777779
30/11/2018,132.34,422.54,16.355555555555554,13.091111111111111,5.525555555555556,312.22222222222223,83.11111111111111,1014.3444444444444
1/12/2018,3963.87,901.53,16.212222222222223,11.302222222222222,5.204444444444444,283.3333333333333,74.0,1018.9888888888888
2/12/2018,56.93,402.84000000000003,16.074444444444442,12.887777777777778,2.3355555555555556,285.55555555555554,87.11111111111111,1019.2333333333333
3/12/2018,2339.48,1075.74,15.943333333333335,15.062222222222223,6.0,296.6666666666667,85.55555555555556,1017.2444444444445
4/12/2018,3956.41,840.22,15.82111111111111,15.654444444444444,9.363333333333333,302.22222222222223,65.11111111111111,1020.5111111111112
5/12/2018,3776.61,870.83,15.703333333333335,14.052222222222222,1.1566666666666667,137.77777777777777,63.77777777777778,1023.2777777777778
6/12/2018,3611.57,891.49,15.592222222222224,15.221111111111112,8.383333333333333,126.66666666666667,70.44444444444444,1022.1666666666666
7/12/2018,3751.7799999999997,832.81,15.485555555555557,13.276666666666666,2.73,305.55555555555554,75.55555555555556,1021.5
8/12/2018,3913.51,855.2900000000001,15.386666666666665,12.542222222222222,10.603333333333333,311.1111111111111,55.44444444444444,1023.7444444444445
9/12/2018,3071.88,860.54,15.294444444444444,14.847777777777777,11.494444444444445,64.44444444444444,68.22222222222223,1019.6444444444444
10/12/2018,4034.01,840.66,15.208888888888888,12.467777777777778,11.87,103.33333333333333,55.22222222222222,1024.8666666666666
11/12/2018,3960.2,843.24,15.130000000000003,10.562222222222223,7.923333333333334,160.0,60.333333333333336,1019.3000000000001
12/12/2018,2106.13,1100.57,15.05777777777778,8.344444444444443,3.7411111111111115,75.55555555555556,69.22222222222223,1017.7222222222222
13/12/2018,14.469999999999999,296.44,14.993333333333332,10.05888888888889,1.6766666666666667,323.3333333333333,75.77777777777777,1008.0
14/12/2018,2224.5699999999997,753.17,14.936666666666667,9.597777777777777,5.233333333333333,273.3333333333333,68.77777777777777,1014.7222222222222
15/12/2018,3693.98,954.4300000000001,14.883333333333333,6.325555555555556,4.882222222222222,40.0,60.55555555555556,1020.4888888888888
16/12/2018,14.68,304.71,14.841111111111111,8.881111111111112,1.3633333333333333,54.44444444444444,94.55555555555556,1015.6555555555556
17/12/2018,4102.74,829.66,14.801111111111112,11.307777777777778,7.585555555555555,121.11111111111111,61.111111111111114,1024.0555555555557
18/12/2018,2557.35,1014.0,14.768888888888888,11.386666666666665,3.8177777777777777,90.0,69.44444444444444,1025.0222222222224
19/12/2018,370.48,393.67,14.744444444444447,13.770000000000001,8.344444444444445,292.22222222222223,89.11111111111111,1016.7333333333333
20/12/2018,3516.7999999999997,874.8100000000001,14.726666666666667,10.074444444444445,2.3377777777777777,312.22222222222223,75.22222222222223,1024.2333333333333
21/12/2018,1571.49,960.46,14.715555555555556,12.104444444444445,1.9000000000000001,171.11111111111111,80.66666666666667,1027.2333333333333
22/12/2018,3396.78,840.74,14.711111111111112,13.57888888888889,3.042222222222222,257.77777777777777,83.0,1026.822222222222
23/12/2018,2966.06,962.68,14.716666666666669,14.20111111111111,3.4711111111111115,125.55555555555556,75.77777777777777,1027.0444444444445
24/12/2018,3731.73,816.98,14.725555555555555,15.04,5.992222222222222,296.6666666666667,62.888888888888886,1021.8333333333334
25/12/2018,3755.67,826.58,14.743333333333332,11.993333333333332,2.528888888888889,317.77777777777777,70.11111111111111,1029.9222222222222
26/12/2018,1617.1399999999999,945.4399999999999,14.766666666666667,11.502222222222223,1.7633333333333332,65.55555555555556,77.0,1030.4222222222222
27/12/2018,1064.99,933.2,14.79888888888889,11.348888888888888,1.281111111111111,71.11111111111111,75.77777777777777,1027.3777777777777
28/12/2018,1930.04,1073.24,14.835555555555556,8.816666666666666,3.126666666666667,207.77777777777777,77.77777777777777,1026.3444444444444
29/12/2018,3797.2599999999998,840.1999999999999,14.881111111111112,9.106666666666666,3.5477777777777777,314.44444444444446,69.66666666666667,1028.2444444444445
30/12/2018,3881.49,866.61,14.93222222222222,9.553333333333335,6.498888888888889,62.22222222222222,65.33333333333333,1025.8777777777777
31/12/2018,3708.56,866.2,14.99111111111111,9.612222222222222,4.45888888888889,58.888888888888886,67.88888888888889,1026.388888888889
1/1/2019,2690.85,946.69,15.073333333333332,10.46888888888889,2.6888888888888887,211.11111111111111,70.22222222222223,1028.2666666666667
2/1/2019,4036.9,867.37,15.147777777777776,9.891111111111112,13.247777777777777,272.22222222222223,54.22222222222222,1021.8333333333334
3/1/2019,3952.3999999999996,870.35,15.226666666666667,7.605555555555556,4.115555555555556,305.55555555555554,52.22222222222222,1027.8777777777777
4/1/2019,2164.4700000000003,969.05,15.313333333333333,7.396666666666667,4.097777777777777,313.3333333333333,54.55555555555556,1030.4111111111113
5/1/2019,3916.28,870.33,15.408888888888889,7.143333333333333,9.333333333333334,352.22222222222223,58.111111111111114,1024.3111111111111
6/1/2019,4041.71,871.23,15.507777777777777,8.93,11.494444444444445,310.0,59.666666666666664,1023.6222222222223
7/1/2019,3977.32,870.09,15.614444444444445,8.286666666666667,6.33,272.22222222222223,61.44444444444444,1027.0888888888887
8/1/2019,2670.08,1070.97,15.72888888888889,9.148888888888889,12.491111111111111,317.77777777777777,63.77777777777778,1020.9444444444445
9/1/2019,3854.89,949.3499999999999,15.848888888888887,8.184444444444445,14.458888888888888,251.11111111111111,51.111111111111114,1012.5222222222224
10/1/2019,4189.46,903.17,15.975555555555555,7.073333333333333,7.462222222222222,297.77777777777777,52.77777777777778,1015.6444444444444
11/1/2019,4165.37,908.32,16.108888888888888,5.555555555555555,6.912222222222223,83.33333333333333,54.111111111111114,1021.311111111111
12/1/2019,4020.62,884.86,16.246666666666666,8.317777777777778,9.462222222222222,197.77777777777777,58.333333333333336,1021.8777777777777
13/1/2019,1725.76,1188.78,16.392222222222223,10.886666666666667,12.657777777777778,261.1111111111111,69.77777777777777,1017.3777777777777
14/1/2019,4084.71,899.16,16.543333333333333,12.324444444444445,13.293333333333333,325.55555555555554,50.0,1013.5333333333333
15/1/2019,4182.15,913.54,16.702222222222222,9.702222222222222,5.15,284.44444444444446,54.22222222222222,1019.6333333333334
16/1/2019,2682.09,978.26,16.863333333333333,11.046666666666667,3.9455555555555555,227.77777777777777,70.33333333333333,1018.7333333333333
17/1/2019,2561.43,965.54,17.035555555555554,10.703333333333333,4.482222222222222,76.66666666666667,83.88888888888889,1014.5888888888888
18/1/2019,3680.29,996.4200000000001,17.20888888888889,7.751111111111111,9.05111111111111,291.1111111111111,52.44444444444444,1014.9777777777776
19/1/2019,4041.12,914.21,17.391111111111112,7.275555555555556,1.6477777777777778,267.77777777777777,63.333333333333336,1013.6555555555556
20/1/2019,336.62,603.96,17.577777777777776,9.09,3.724444444444445,268.8888888888889,73.88888888888889,1012.7333333333333
21/1/2019,4024.59,948.48,17.77,7.363333333333333,4.138888888888889,243.33333333333334,69.0,1015.0222222222224
22/1/2019,4300.41,940.76,16.187,5.99,6.737,320.0,63.7,1007.8700000000001
23/1/2019,569.4399999999999,1039.23,16.394,6.099,5.421,228.0,77.8,994.14
24/1/2019,4468.7,958.11,16.603,6.343999999999999,11.462,81.0,54.9,1001.7299999999999
25/1/2019,4662.11,971.91,16.817,5.884,12.11,293.0,41.4,1009.7700000000001
26/1/2019,4432.52,954.34,17.038,10.357000000000001,11.022,278.0,55.0,1012.71
27/1/2019,2329.76,975.91,17.262,10.891,8.350999999999999,80.0,67.3,1002.75
28/1/2019,2549.35,1230.47,17.491,7.924000000000001,9.690000000000001,130.0,48.9,1003.39
29/1/2019,3329.69,1197.25,17.725,6.952,7.62,118.0,51.7,1007.0799999999999
30/1/2019,4541.25,1005.01,17.963,7.959999999999999,10.062999999999999,247.0,50.7,1004.61
31/1/2019,1383.99,1104.88,18.206,10.271,4.1530000000000005,290.0,73.3,997.54
1/2/2019,325.43,419.5,18.455,12.747,7.6,275.0,87.8,988.5200000000001
2/2/2019,1356.4099999999999,1039.74,18.707,9.556000000000001,2.759,157.0,80.9,994.05
3/2/2019,3478.55,1270.91,18.961000000000002,7.695,15.075,72.0,61.3,1009.65
4/2/2019,4840.99,1010.25,19.223,8.117,4.924,201.0,58.8,1024.45
5/2/2019,4899.49,1017.59,19.485,9.284,4.469,197.0,56.7,1024.02
6/2/2019,5055.34,1041.56,19.753,9.379999999999999,2.068,287.0,49.4,1022.55
7/2/2019,2311.7,1493.0,20.024,10.226,2.931,135.0,59.2,1020.2
8/2/2019,4562.2,1071.39,20.299,10.25,4.2700000000000005,296.0,57.9,1020.5200000000001
9/2/2019,4226.74,1135.75,20.578,11.443999999999999,2.207,325.0,71.2,1021.49
10/2/2019,1570.98,1296.32,20.86,12.854,5.255,300.0,75.6,1013.9399999999999
11/2/2019,5049.24,1058.09,21.144,10.372,10.138,154.0,48.5,1024.05
12/2/2019,5212.64,1081.66,21.435,9.572,7.109,293.0,47.9,1028.06
13/2/2019,5126.28,1067.3,21.726,11.966,4.558999999999999,206.0,60.3,1033.23
14/2/2019,4899.26,1119.98,22.021,11.666,1.6760000000000002,85.0,62.6,1034.3600000000001
15/2/2019,5128.47,1121.2,22.317,11.407,2.029,259.0,69.7,1030.77
16/2/2019,5252.05,1079.22,22.616999999999997,13.221,1.848,290.0,58.4,1030.49
17/2/2019,4049.22,1390.74,22.923,12.014,4.33,290.0,70.8,1028.1399999999999
18/2/2019,2727.28,1385.26,23.227,11.939,4.737,286.0,66.2,1024.83
19/2/2019,4303.95,1258.8,23.535,11.009,1.551,331.0,63.8,1023.46
20/2/2019,4369.99,1326.64,23.846,10.983,2.1719999999999997,203.0,67.6,1025.83
21/2/2019,4999.68,1149.38,24.157,11.11,2.3579999999999997,288.0,72.0,1029.25
22/2/2019,5349.23,1089.27,24.472,13.285,2.352,291.0,60.3,1024.84
23/2/2019,5333.3,1083.93,24.789,13.550999999999998,2.482,290.0,60.8,1027.32
24/2/2019,5151.12,1119.62,22.850909090909088,12.255454545454546,2.772727272727273,151.8181818181818,68.45454545454545,1032.8818181818183
25/2/2019,5410.05,1087.67,23.167272727272728,13.045454545454545,2.208181818181818,316.3636363636364,64.81818181818181,1032.1818181818182
26/2/2019,5455.39,1118.7,23.485454545454548,14.00090909090909,2.439090909090909,131.8181818181818,53.90909090909091,1029.5454545454545
27/2/2019,5516.89,1102.85,23.80636363636364,12.672727272727274,1.5854545454545457,230.0,61.54545454545455,1024.581818181818
28/2/2019,5318.92,1139.21,24.127272727272725,14.05181818181818,6.005454545454546,282.72727272727275,58.0,1021.5727272727272
1/3/2019,5642.81,1100.97,24.45090909090909,14.37909090909091,9.303636363636365,203.63636363636363,45.72727272727273,1018.7363636363636
2/3/2019,4850.59,1274.74,24.777272727272727,13.40090909090909,9.10909090909091,129.0909090909091,51.90909090909091,1018.7454545454547
3/3/2019,4771.2,1389.77,25.10545454545455,12.894545454545455,3.805454545454545,183.63636363636363,57.27272727272727,1019.9181818181819
4/3/2019,3377.4500000000003,1548.44,25.431818181818183,14.062727272727273,5.661818181818182,306.3636363636364,61.72727272727273,1013.7090909090908
5/3/2019,5159.88,1239.54,25.76,13.00090909090909,5.640909090909091,214.54545454545453,53.54545454545455,1016.5636363636364
6/3/2019,1105.41,1627.22,26.09,13.148181818181818,10.557272727272727,130.0,67.72727272727273,1012.1545454545455
7/3/2019,5404.49,1219.27,24.224999999999998,13.715000000000002,6.246666666666666,162.5,58.916666666666664,1012.9250000000001
8/3/2019,5642.570000000001,1158.22,24.546666666666667,12.995833333333332,3.4483333333333337,100.83333333333333,60.083333333333336,1021.0416666666666
9/3/2019,4185.94,1496.27,24.87,13.440833333333332,7.62,164.16666666666666,63.583333333333336,1026.9666666666667
10/3/2019,4915.42,1404.7,25.194999999999997,15.136666666666665,8.081666666666667,260.8333333333333,69.91666666666667,1023.8083333333334
11/3/2019,6041.38,1139.3,25.516666666666666,12.935,11.995,168.33333333333334,39.166666666666664,1026.2416666666666
12/3/2019,5975.7699999999995,1174.54,25.8425,10.5375,4.205,235.0,44.916666666666664,1024.6000000000001
13/3/2019,5914.64,1165.13,26.166666666666668,12.270833333333334,10.844999999999999,195.83333333333334,42.666666666666664,1018.5916666666667
14/3/2019,3910.82,1727.21,26.49083333333333,12.469166666666666,10.826666666666666,275.0,51.916666666666664,1020.3166666666666
15/3/2019,5383.01,1293.23,26.8175,15.245833333333332,10.730833333333335,162.5,52.25,1019.7833333333333
16/3/2019,6189.8099999999995,1152.3,27.140833333333333,14.961666666666666,8.305,65.0,54.916666666666664,1017.6999999999999
17/3/2019,4645.97,1472.95,27.465,14.578333333333333,5.2225,230.0,66.75,1014.5416666666666
18/3/2019,6274.7,1172.06,27.78833333333333,11.5725,12.250833333333333,241.66666666666666,40.666666666666664,1018.6
19/3/2019,5465.11,1362.1,28.111666666666665,12.160833333333334,4.1075,174.16666666666666,42.583333333333336,1022.0
20/3/2019,5455.110000000001,1398.23,28.435833333333335,12.349166666666667,2.5575,260.8333333333333,48.25,1027.5249999999999
21/3/2019,6218.849999999999,1154.55,28.757499999999997,13.351666666666667,2.1791666666666667,139.16666666666666,47.666666666666664,1027.8333333333333
22/3/2019,6242.38,1144.3,29.08083333333333,15.1925,2.591666666666667,167.5,42.916666666666664,1027.0
23/3/2019,6187.63,1223.94,29.402500000000003,15.735,1.7125000000000001,297.5,38.5,1023.3249999999999
24/3/2019,6280.17,1139.37,29.72083333333333,16.061666666666667,2.0508333333333333,297.5,42.666666666666664,1021.625
25/3/2019,6403.14,1143.01,30.040833333333335,14.821666666666667,11.170833333333334,120.83333333333333,44.5,1014.4333333333334
26/3/2019,5702.86,1339.56,30.36,13.264166666666668,5.04,245.0,36.166666666666664,1019.0916666666667
27/3/2019,6421.31,1154.94,30.6775,12.468333333333334,2.6316666666666664,109.16666666666667,44.083333333333336,1023.8000000000001
28/3/2019,6251.04,1166.3,30.991666666666664,13.500833333333333,2.6625,78.33333333333333,52.25,1027.075
29/3/2019,6163.1,1221.3500000000001,31.308333333333334,14.11,2.7983333333333333,74.16666666666667,55.166666666666664,1028.6499999999999
30/3/2019,6371.45,1180.33,29.198461538461537,13.241538461538461,2.58,69.23076923076923,49.46153846153846,1024.4307692307693
31/3/2019,5838.75,1301.04,29.51153846153846,13.243846153846153,1.936923076923077,67.6923076923077,53.30769230769231,1018.0384615384615
1/4/2019,4079.0299999999997,2278.16,29.822307692307692,14.12076923076923,2.403076923076923,69.23076923076923,49.76923076923077,1015.3384615384615
